pair_id,bank,quarter,source,section,date,analyst,analyst_firm,speaker_type,question_text,answer_text,n_answer_turns,pair_mode,seed_topic_q,seed_topic_a,prudential8_q,prudential8_a,directness,metric_coverage,topic_substitution,question_sentiment,question_score,question_net,answer_sentiment,answer_score,answer_net
barclays_2024-q3_004,barclays,2024-q3,2024-q3-results-qa-transcript.pdf,qa,24 October 2024,Guy Stebbings,Exane BNP Paribas,analyst,"Hi, good morning. Thanks for taking the questions. I had one on capital, then one back to product margins in the UK.
On capital on slide 30, thanks a lot for clarifying the various timings and clearly some of them have been pushed out
for the US consumer business. I'm just wondering if that changes how you'll manage capital at all. In theory, it sort of
frees up some capital in the next 12 months, to perhaps distribute a little bit more early in the plan, or should we think
that you're more likely to run at the very top end of the 13% to 14% range, maybe even above it, especially if there's a
Pillar 2A temporary uptick. Just thinking about how you think about that capital ratio during 2025 now as we have to
wait for 2026 for some of those headwinds to come through.","Yeah, look, Amit, on cards, obviously, we will not talk about any specific account until it's the right time to talk about
an account or we have something to say. We also do not talk about individual client profitability or financials. We
announced GM a couple of days ago, and so we're speaking about that. And if there is news on any other clients, we
will tell you at the right time.
Anna Cross",1,consecutive,capital,untagged,market_traded_risk,profitability_earnings,0.093,0.0,0.0,neutral,0.729188084602356,0.0,neutral,0.9439128041267395,0.0
barclays_2024-q3_005,barclays,2024-q3,2024-q3-results-qa-transcript.pdf,qa,24 October 2024,Chris Hallam,Goldman Sachs,analyst,"Good morning, everybody. So two from me as well. First, in the IB, if we think about the gradual rebalancing of that
business, clearly, dynamics in the quarter for DCM were very strong, strong both for you and across the street. But
given the organic reduction in RWAs you saw in the quarter in the IB and the improvement in asset productivity year-
over-year, are you starting to make those selective decisions to deemphasise DCM? And where are you comfortable
doing less? And when we think about reallocating those RWAs into the financing businesses, should we assume
£750m is a floor for Markets financing revenues assuming supportive markets? That's the first topic.",,0,consecutive,mixed,untagged,profitability_earnings,untagged,0.0,0.0,0.0,neutral,0.81050705909729,0.0,,0.0,0.0
barclays_2024-q3_006,barclays,2024-q3,2024-q3-results-qa-transcript.pdf,qa,24 October 2024,Alvaro Serrano,Morgan Stanley,analyst,"Good morning. Maybe a couple of questions on the Investment Bank from me, please. First of all, on the fee
performance, obviously, very strong in the quarter. But similar to Q2 where you called out a large deal there, is there
any lumpy deals that we should bear in mind? Is the performance sustainable? Ultimately I'm asking about the
pipeline from here given the strong performance.
And second is on the leverage finance marks. It feels like it's a bit of an odd quarter to take those marks with credit
spreads actually very tight. So could you give us a bit of colour on what's driving that? Is it portfolio? Is it a single
ticket? Are you looking to sell something or should we expect more of this in the coming quarters? Just a bit of
colour on this.","C.S. Venkatakrishnan
Thank you. I'll take the first question and then Anna will take the next question. So on fee performance in Q3, there’s
nothing special to call out. Look, we are part of certain larger deals, but I wouldn't say that unduly there is anything I
would call out. And as I've said elsewhere, we've obviously seen activity pick up over this year compared to the
previous year. We expect it to continue to be relatively firm. Obviously, there are a couple of wildcards out there in
terms of what happens with the US elections and economic policy and rate policy in the US on M&A activity after
that. But assuming no major surprises or changes, we expect to continue to see it to be firm. Anna?
Anna Cross",1,bleed_split,untagged,untagged,profitability_earnings,profitability_earnings,0.253,,0.0,neutral,0.9026561379432678,0.0,neutral,0.648226797580719,0.0
barclays_2024-q3_007,barclays,2024-q3,2024-q3-results-qa-transcript.pdf,qa,24 October 2024,Jonathan Pierce,Jefferies,analyst,"Hello Anna. I've got two, please. The first is on rate sensitivity. Thanks for the hedge allocation data again, by the way,
helps us to be a bit more precise in the tailwinds there in Barclays UK. But the piece that I’m still struggling with a bit is
the rate sensitivity, the £50m in year-one, I hear what you're saying about a lot of that being relating to deposit lag,
but if there's £40bn of hedge maturities a year as per guidance, you'd have thought a 25 basis point shift in the curve
would be knocking £50m out of the hedge income in year one. So I'm not quite sure what's going on here. Are you
saying that there is no impact on what we might call managed margin from a 25 basis-point rate reduction at all just
simply because the structural hedge is now so large in the context of the deposit book. So it would be helpful just to
understand why that 50 is so low, it's the lowest in the sector. It's quite difficult to triangulate.
The second question, there's two bits that I would like a bit of clarity on. Barclays UK saw a £4bn increase in the early
part of the year for methodology and policy changes. At the time you said that would partially reverse over the rest of
the year. It doesn't seem like it has reversed yet. Is that coming in Q4? And then in the other direction, the OR1, I
think is pointing to about a £2.5bn risk increase in the fourth quarter. Is that about the right number to be sticking in
the spreadsheet. Thanks.","Anna Cross
Okay, Jonathan, let me take the first one. So we said £170bn over three years. So I think you're probably closer to
around £60bn of hedge maturing. And really what's going on here is, you've got that underlying maturing rate around
1.5%. So even though rates are coming down, you're still getting a pickup from the structural hedge. And it's only
really in the outer years when that grinds out that you're seeing that more meaningful difference. So I think it's
nothing more than that, but we can talk you through that outside of here if that's helpful.",1,bleed_split,untagged,untagged,profitability_earnings,market_traded_risk,0.207,,0.0,neutral,0.669757604598999,0.0,neutral,0.6414853930473328,0.0
barclays_2024-q3_008,barclays,2024-q3,2024-q3-results-qa-transcript.pdf,qa,24 October 2024,Robin Down,HSBC,analyst,"Good morning. Thanks for taking the questions. And also thank you for the added disclosure on the structural
hedges. That's very useful. Apologies, but I'm going to bring you back to the BUK interest income issue. I think it is
important because it's the main topic of conversation amongst investors this morning. If we look at your £6.5bn
guide for this year, it kind of implies a Q4 run rate ex-Tesco's kind of £6.8bn - £6.9bn. If we add in £400m for Tesco,
we're at kind of £7.2bn - £7.3bn, I think you're looking to grow next year. I think especially given the 85% of the
product hedge is in BUK, that the structural hedge benefit is more than going to outweigh any kind of rate reduction
impact. So why are you not going to end up materially above the 7.1 that consensus has pencilled in next year. Is
there something I'm missing, some big kind of negative drag that you're anticipating? Thank you.
Anna Cross
So Robin, I’m not going to comment on consensus income for 2025 at this stage. But I'm just going to reiterate the
fundamentals of what we're talking about here, which is for BUK, we expect over the plan to have NII growth of mid-
single digits. Tesco is part of that. You can see that there is NII momentum in the business organically. We've called
that out. You can see it over the last two quarters, it's coming from asset growth, it's coming from the momentum
from the structural hedge. Now as I've said before, we haven't really seen the full impact of the rate cuts yet, but we
would still expect the net of all of that into 2025 to be positive and then obviously, you're going to have Tesco on top
of that. So I'm not going to give you specific numbers now, but the view here has not changed from where we were in","Robin Down
But if I come back on that, the view has changed in the sense that we've now got a £6.5bn interest income forecast
for BUK for this year, up from what an original £6.1bn. So can I put it slightly differently then? Is there any reason why I
can't annualise Q4 at kind of £6.9bn and add £400m for Tesco's? And so I have a starting base of £7.3bn when I look at
2025 numbers.
Anna Cross
So Robin, you’re right, we have upgraded our BUK guidance. So we did start at £6.1bn and we’re now around £6.5bn
and really what’s happening here is clearly there is a change in our expectation of rates for the current year. We
started in a position where we had five rate cuts in February, now we are expecting three, including the one we’ve
already had and a further two. And then the other thing that’s happening here is clearly, we’ve seen a stabilisation in
that balance sheet earlier than we expected. So at the beginning of the year, I said I expected the balance sheet to
get smaller before it got bigger. We’ve seen two quarters now, nearly three quarters of real stabilisation in deposits,
perhaps a bit earlier than we expected. And we’ve seen the asset momentum turn perhaps a little bit earlier than we
expected. I’m not going to comment on your numbers for 2025. I’m really going to leave that to you, but just bring
you back to our expectation that we expect NII for the UK to grow.
Robin Down
Great. Thank you.
Anna Cross
",1,consecutive,profitability,profitability,profitability_earnings,profitability_earnings,0.406,1.0,0.0,neutral,0.7822147011756897,0.0,neutral,0.633939266204834,0.0
barclays_2024-q3_009,barclays,2024-q3,2024-q3-results-qa-transcript.pdf,qa,24 October 2024,Perlie Mong,Bank of America,analyst,"Hi, Anna. Thanks for taking my questions. Can I bring you back to the hedge. Obviously, the hedge is a very large
component of the way you manage the interest rate risk. So with the scale of the hedge, does that mean that your
sensitivity to long rates would be higher than perhaps other banks or your peers? All else equal, would you expect
more sensitivity to the long rates? The reason I'm asking is because there's obviously a lot of discussion around
neutral rates in Europe and in the UK. So I'm just wondering, is the reason why your sensitivity is a bit lower in a
parallel shift scenario because maybe there's a little bit of difference between the short-end and the long-end?
That's the first part of the question.
And the second part is that it sounds like the notional is more stable than we might have expected previously. And
you previously assumed a reinvestment of 75% of the maturing hedges. The question is, does it matter whether you
reinvest or just simply let it roll off because obviously, you're reinvesting into a higher yield is a positive, but equally, if
you runoff 1.5% hedge and then just let it roll on to the variable rate, that is removing a negative and removing the
drag so it doesn't matter whether you're reinvesting or not.","Anna Cross
I will take both of those. So first is the tenure of what we're hedging is between two and seven [years]. So I wouldn't
say we're any more sensitive to the long-end of the curve than others. We really try and reflect what we think the
varying behavioural lives of the different pockets of deposits that we have. And so I wouldn't call that out as a key
difference.
And then on your second point, just to bring everybody back to this, the 75% and the £170bn was indicated to give
you some maths that you could then update as we go rather than a specific forecast from us. To the extent that the
notional is more stable. I mean, clearly, we have a choice every single quarter or every single month as it rolls. At the
moment, you're right, we're getting a pickup from that maturity as it rolls off, even if we just left it overnight. And the
difference that the structural hedge gives you is obviously it secures it. And so the structural hedge gives you
certainty, which is why we do it programmatically and why we're really focused on how much income we are locking in
to '25 and '26, which we've shown you again on page 10. So that locked-in number is now £12.4bn over the three
years. So for us, it's really about the certainty and stability of NII rather than being opportunist every month passing.
And just to remind you that equivalent number was £8.6bn in February.",1,bleed_split,untagged,profitability,market_traded_risk,profitability_earnings,0.265,,0.0,neutral,0.8640202283859253,0.0,neutral,0.8978275060653687,0.0
barclays_2024-q3_010,barclays,2024-q3,2024-q3-results-qa-transcript.pdf,qa,24 October 2024,Andrew Coombs,Citi,analyst,"Good morning. Two questions, one more precise. On the precise question, [this is about the]Pillar 2 offset. You
talked about the Pillar 2 modest increase followed by a part offset of the later RWA inflation. It's probably too early,
but anything you can provide in terms of quantum and does that potentially even change your 13% to 14% [CET1]
ratio target? So that's the first question.
Second question, much more broad-based, looking into the budget, thinking about both the UK business and the
Investment Bank, assuming we don't get a bank tax, is there anything else you're particularly looking at in terms of
when you're thinking about future customer activity, be that CGT and the buy-to-let market, be it employers,
national insurance contributions and the SMEs, etc? Thank you.","Anna Cross
Okay. Thank you, Andy. So really too early to say. And what we called out here is that as you can imagine, in advance
of implementing this model, and we actually have been holding some Pillar 2A already. There may be some modest
increase in that before we implement the model in full. That's all we're calling out. It's difficult to give any specific
guidance around quantum or exact timing, but you'll note that we said modest. And I'm just reiterating, we are
already holding Pillar 2A for this. And then the other point I'd make is that obviously we still await some guidance from
the PRA. And so there is some expectation that we get some guidance around Pillar 2 offsets where they're really
trying to avoid double counting between Pillar 1 in Basel and Pillar 2A that exist currently. And really, we need to see
all this put together holistically before we give you firmer guidance.
C.S. Venkatakrishnan
On the budget, listen, we are a large UK bank which operates across different sectors of the economy. So whether
it's taxation, whether it's borrowing and financing by the government, whether it is private investment and helping
with public investment, whether it's individual investment behaviour that comes out of whatever the budget says.
We would expect to see activity across everything which we do. I can't tell you where and how much and what the net
of it is, but expect us to be actively engaged across all the different dimensions of it.
With that, thank you, everybody.
Anna Cross",1,bleed_split,capital,untagged,capital_adequacy,business_model_strategy,0.276,0.0,0.0,neutral,0.9166017174720764,0.0,neutral,0.8633647561073303,0.0
barclays_2025-annual_001,barclays,2025-annual,2025-fy-results-qa-transcript.pdf,qa,10 February 2026,Kian Abouhossein,JP Morgan,analyst,"Two questions. The �rst question is on the capital return of over £15 billion. If you could just put
this in context of capacity to support investment and growth. How should we think about this
capacity that you're outlining? It looks like there's quite a bit of bufer. So we would like to
understand that.
And then secondly, you're one of the few CEOs who actually discusses ledgers and middle o�ce
integration, which is not a hot topic. But trying to understand a little bit the investment phase,
which has stepped up in 2026 signi�cantly and you're going from £1.1 billion to £2.3 billion of
investments. Just what the focus is and how should we think about post 2028 basically in that
respect?","C.S. Venkatakrishnan
Anna, do you want to start on the capital and then we can come back to the other one?",1,bleed_split,capital,capital,capital_adequacy,capital_adequacy,0.092,1.0,0.0,neutral,0.9151779413223267,0.0,neutral,0.9362761974334717,0.0
barclays_2025-annual_002,barclays,2025-annual,2025-fy-results-qa-transcript.pdf,qa,10 February 2026,Guy Stebbings,BNP Paribas,analyst,"The �rst question was on capital in terms of targets. You got the 13% to 14% target. I think you've
talked sort of running at the top end of that range throughout this plan and given this is the plan
now to 2028, post Pillar 2A changes, given the constructive tone from the regulator. I'm just
wondering what do we need to see to sort of potentially move lower down in that range as sort of
a formal way you're running from the business? Is it just getting that Pillar 2A change from the
regulator? And [I assume] you [have] got pretty good visibility as to what you're expecting there.
So, if things do land as you expect, maybe you could help sort of frame that and we can think about
what that means for capital return and RoTE targets?
And then he second question was on the mortgage book in the UK. You referred to the headwind
in the �rst half of this year. Can I just check in terms of the de�nition of that headwind? Is that sort
of a gross headwind? Because I'm mindful that with Kensington and the sort of �ow of the book,
you might be able to ofset some of that as you have some higher LTV, higher margin business
coming through. So, can you kind of frame the de�nition of that headwind? Thank you.","Anna Cross
On the �rst one, if you go back to the beginning of 2025, what we said was that because we were
carrying more Pillar 2 in advance of IRB implementation, you should expect us to operate at the
top of the range or towards the top of the range.
That's still what we're saying. It's no diferent to that. And I do expect there to be some pillar 2A
ofset when we get through Basel 3.1 and IRB. I just don't know what they are right now. What we
are trying to do in every single part of this plan is put it in our control. We want our distribution
plan to be underpinned by the things that we're doing and that it can't be put of course by the
timing of regulatory change or the certainty of that change.
That's all we're saying here. So, for us, in the short term, our planning assumption throughout this
plan, is that we will be at the top end of the range. Obviously, you should re�ect that in the way
you think about our distributions, you should re�ect that in the way that you calculate our RoTE.
But once we get beyond that implementation and we have that clarity, we will, of course, review
where we think we should be within that range. We still think that the 13% to 14% range is the
right range for Barclays. But at this point in time, we just don't have the regulatory clarity and we
want this plan in our control. So that's the reason for it.
And on mortgages, I'm speci�cally talking about a gross impact and it relates to the mortgages
that were written at the very end of 2020 and beginning of 2021. As you remember, as we were all
coming out of COVID, there was that stamp duty holiday in the mortgage market was very
substantial.",1,bleed_split,capital,untagged,profitability_earnings,profitability_earnings,0.374,0.0,0.0,neutral,0.8552180528640747,0.0,neutral,0.9043603539466858,0.0
barclays_2025-annual_003,barclays,2025-annual,2025-fy-results-qa-transcript.pdf,qa,10 February 2026,Ben Toms,RBC,analyst,"First one is on Private Banking Wealth Management. What products are you currently missing
from your Premier Banking proposition? And how easy is it for you to build those yourself?
And then secondly, can you continue on the UK loan book? UK retail banks continue to surprise to
the upside on loan book growth relative to GDP. I think your guidance is for 5% loan growth CAGR
out 2028. What's driving the growth in excess of GDP? And what's your outlook for volumes in the
mortgage market for the next couple of years? Thank you.
C.S. Venkatakrishnan
Let me start on both. We've got a pretty big and complete product suite. There are a couple of
gaps in the product suite that are missing, SIPs and Junior ISAs that are coming online. But if you
put yourself at a higher level looking at it, starting at the self-directed end of the spectrum, what
we've got is Direct Investment, what we used to call Smart Investor, which is you're basically do-
it-yourself investment buying stocks, bonds.
","I think today, in [your] guidance, it's the �rst time you've pointed us to the seven-year swap rate
from the �ve-year swap rate on the [structural] hedge book. And could you talk about, is there a
change in kind of the duration targeting there and what gives you the con�dence to make that
change? You're looking at deposit betas, etc?
Anna Cross
We actually extended the length of the hedge last year and taking it from roughly three years to
three and a half and that's why the seven-year swap rates becomes the most relevant rate. That
really follows the observation of customer and client behaviour, because what we do is every
single month, we are looking at how the deposit books perform across Retail and Corporate at a
very, very granular level. And what we were observing was really that the customer and client lives
were lengthening out and we were getting more con�dence around that. So, it's purely a
re�ection of that change.",1,consecutive,untagged,untagged,business_model_strategy,market_traded_risk,0.2,,0.0,neutral,0.9090924859046936,0.0,neutral,0.8823080062866211,0.0
barclays_2025-annual_004,barclays,2025-annual,2025-fy-results-qa-transcript.pdf,qa,10 February 2026,Andrew Coombs,Citi,analyst,"So on the Investment Bank, if I look at your 2026 targets, previously you had a greater than 12%
target. It's now circa 12%, a high-50s cost income ratio is now circa 60%. I'm assuming the change
is primarily due to FX, but perhaps you could �rstly con�rm?
Secondly, when I go back two years and think of the original plan, a lot of the revenue growth was
assumed to come from market share gains and you actually assumed a fairly �at wallet. Actually,
what's materialised is a much better wallet than you expected, but �at market share. So perhaps
you could also just talk to competitive dynamics and how that's played out versus what you
thought two years ago and how that then fed through to your 2028 assumptions as well.","you talked about greater than 13% NIM for 2026 full year, but I think in your earlier commentary,
you said 12.5% for Q1, 14% for the second half post the [American Airlines] sale. So, presuming
it's the 14% you would argue we should be thinking about into the outer years. But then similarly
on the loan-loss ratio charge, you're actually assuming that's coming down even as the exit NIM
is higher. So perhaps you could just square the circle there. Thank you.
Anna Cross
Thank you. So, Andy, you are correct. The material moving part between the last plan and this plan
is we previously planned on [GBP/USD of] 1.27. We're now planning on [GBP/USD of] 1.35. Now
that has no impact on group capital, no impact on our ability to distribute, but in particular,
pockets of the bank, you see some concentrated efects and the Investment Bank is one of those,
you're going to see it in US Consumer Bank as well. So that movement in FX is worth about 50
basis points. So, all we're doing is we're just truing up our expectations. We're pleased with the
progress that it's made so far.
I'm not going to mark-to-market that plan every single passing quarter. It's just that as we're
resetting targets, we felt like it was the appropriate thing to do. Thank you.
C.S. Venkatakrishnan
I think, on the other side, what I would point to is, on the Investment Bank side, Banking per se, as",1,consecutive,mixed,capital,profitability_earnings,profitability_earnings,0.38,0.0,0.0,neutral,0.7917094230651855,0.0,neutral,0.7707282900810242,0.0
barclays_2025-annual_005,barclays,2025-annual,2025-fy-results-qa-transcript.pdf,qa,10 February 2026,Perlie Mong,Bank of America,analyst,"Thinking about the income guidance at the Group level, so it's greater than 5% CAGR. Within that,
obviously, Investment Bank is probably below, and the [US] Consumer Bank is above. And with the
UK part also growing volumes and greater than 5%. I'm just trying to think about what does it
imply about margins. So in terms of product margin, that is, would you expect more of that
income growth coming from the volume side? Are we basically past the point where deposit
margin is growing very substantially because of the hedge? And obviously, 2026 will probably be
a bit higher because of more of the hedges coming through in 2026. So, in 2027 and 2028, how
should we think about the margin piece? And that's number one.
And number two, so it sounds like Investment Bank RWAs is going to stay relatively �at because
you still expect that to come down to about 50% of the Group by 2028. So roughly speaking, it's
not much more to the Investment Bank and the cost guidance at a Group level only modestly
growing from now to 2028. That suggests [the] Investment Bank not getting very much cost
either. So, I'm just trying to think about why you've decided to do that in the context that obviously,
the Investment Bank probably is one of the businesses that has performed above expectations
in the last cycle. And increasingly there are questions about with the US peers investing more and
putting more capital behind Investment Bank, why would you choose not to do so?","Anna Cross
So how do we think about product margin in the UK is I think your question. So, look, there's a bit
more to go here and you can see that from the, can we go to the structural hedge slide, please?
Thank you. (slide 64).
We are assuming that we are going to be reinvesting the structural hedge at 3.5%. The maturing
yield over the next three years is materially below that. So, 1.5%, 2.1%, 2.7%. So, you're going to
have a considerable hedge tailwind across at least this plan, probably beyond. And everything that
we've done around the tenure of the hedge and extending it from 3% to 3.5% is only going to
increase that momentum for longer. So that remains there as a, if you like an underpin for product
margins.",1,bleed_split,mixed,untagged,capital_adequacy,market_traded_risk,0.204,0.0,0.0,neutral,0.8179481625556946,0.0,negative,0.46178722381591797,-0.46178722381591797
barclays_2025-annual_006,barclays,2025-annual,2025-fy-results-qa-transcript.pdf,qa,10 February 2026,Chris Hallam,Goldman Sachs,analyst,"Just a question on the Investment Bank to begin with. Are you able to give any colour on perhaps
how much leverage exposure is tied up in the Investment Bank? I know we talk about RWAs, but
as we shift towards the growth, you're seeing in the Financing businesses, how relevant that
metric is?
And when you talk about �at market share in Global Markets, is that a conservative assumption
or not given, I guess the deregulation story we're seeing building in the US and also the ambitions
one of your European peers has in FICC, speci�cally in the United States?
And then the second question is more broadly on AI. I think or I assume behind the scenes going
through all the planning, you've looked at a lot of the opportunity set in that area. It feels as
though more generally, there's a narrative that the technologies are becoming more impactful,
but perhaps the speed at which you can get them into the enterprise is taking longer than people
had expected and maybe at a slightly higher cost.
Is that a fair narrative or one that you would agree with when you think about the work you've
done behind the scenes on this topic?
Anna Cross","That's the deep organisational commitment. So, we recognise it. That's what we are �nding
behind the scenes, as you said, but we're trying to pick the right projects that will have the biggest
impact on the bank and see it through from beginning to end. There are some things that you talked about that do seem relatively conservative. Now whether
they will be or not, we'll see over the planning period. But to the extent that they are and revenues
are better, income is better than you're planning, should we expect as investors for that to �ow to
the bottom line, so pro�ts are better, RoTE is better or over the course of the plan, would you
invest that away, maybe make additional accelerated investments in the business such that you
still hit or maybe beat your plan by a little bit, but you improve the sustainability perhaps of the
pro�tability, pull some investments forward. So, beyond 2028, you're set up even better.
Anna Cross
The �rst thing I would say is that our targets that we've given you have very deliberately got a
greater than sign in front of them. We're balancing a few things here. The �rst is that, as I've said
a few times, we want to put this within our control, the delivery of the plan. I've got two, please. Anna, can you talk about your thoughts on kind of deposit volumes and
spreads in Barclays UK, please. So, we saw a pickup in volumes after a few quarters of kind of �at
to slightly down. And I think as well, your UK NII guidance kind of implicitly assumes quite a bit of
deposit pressure. So, is that migration, is it product spread pressure?
Then Venkat, just back on the Investment Bank, I mean, it sounds like you're very theoretically
open to putting more investment in there, but what actually has to happen? So, the revenue on
risk-weighted assets has gone up. You're talking about a 13% plus RoTE. How much higher do
those numbers have to go before you think you'll give this business another £20 billion of risk-
weighted assets?
Anna Cross
Okay. So, on UK deposits, you can see that the deposits are up quarter-on-quarter by around £3
billion if we go to this slide. (Slide 17).
What we can continue to see there, James, is we do continue to see some competitive pressure
in the UK and speci�cally that move towards �xed or time deposits. Now, seasonally, I would
expect some concentration of that in Q1, Q2 just because of the ISA season in the UK. We always
see that and it feels like as a market, we're well primed to see that. But we are pleased with that
deposit progress.
What does that underpin? Well, I think just continued improvements in the business. And I would
say that we've deployed our multi brands in deposits this year. We don't really talk about that. We
talk about it a lot in assets, but you know, we are going to market with a much more sophisticated
product architecture in deposits because we are now deploying the Tesco brand here. So that's
really helping us. But we are not assuming from here that there is any real easing in that deposit
environment. It may happen, it may not. But as I say, we're trying not to make signi�cant market
assumptions.
C.S. Venkatakrishnan
Yeah. So, on the Investment Bank, �rst of all, investment comes in diferent ways. Investment
comes in people, investment comes in technology, particularly in the Markets business and then
investment can come in RWAs. What we've spoken about on the balancing side is basically
Investment Bank RWAs as a percentage of the Group, where we set a target of around 50% seems
right.
We've also indicated �exibility around that number if there's a little opportunity, but 50% seems
right. We have been investing heavily on technology and people, and we've spoken about it,
whether it's bankers, whether it's trading capability and of course, electronic trading capability.",3,consecutive,mixed,mixed,capital_adequacy,profitability_earnings,0.5,1.0,0.0,neutral,0.8966519832611084,0.0,neutral,0.6402009129524231,0.0
barclays_2025-annual_007,barclays,2025-annual,2025-fy-results-qa-transcript.pdf,qa,10 February 2026,Jonathan Pierce,Jeferies,analyst,"If I can take it up a level, if that's okay, got a couple of questions. I'm really trying to triangulate the
capital generation targets on slide 71 and with the RoTE and the distribution expectations. I mean,
greater than 230 basis points on circa £400 billion of RWA is obviously getting you to an
attributable pro�t number of over £9 billion.
So putting to one side, that's quite a bit ahead of consensus, even if we assume 3% RWA growth,
which if the Investment Bank is pretty �at is quite a lot. That's only going to take us down to about
£8 billion of free capital generation, which is obviously huge in the context of the £15 billion plus
over the three years.
So can I just �rstly ask do you recognise those numbers, are these distributions going to be really
quite back-end loaded such that when you are stood here in two years' time, the next three years
of distributions are going to be markedly above the greater than £15 billion that you've talked
about today.
Secondly, connected, the RoTE on that 230 basis points plus, if we use consensus TNAV would be
closer to 15%, maybe a little above 15%. I just wonder if you can talk to TNAV growth over the
next few years would be great if you can reference consensus, but maybe some of the things that
are harder for us to model like the own credit unwind, the pension surplus, maybe even the cash
�ow hedge reserve moves to a positive. How should we be thinking about TNAV two or three
years forward, please, particularly versus consensus. Thank you.","Anna Cross
Thanks, Jonathan. I guess both of those are for me. So let me just start with capital. So, I'm not
going to comment on your maths, Jonathan. Where I agree with you is that the organisation is
generating a lot of capital and we expect that to continue. So when we give you a distribution
target of greater than £15 billion, I would concentrate on two things within that slide.
One is the greater than sign. And the second is this point that we are making that beyond the
investment that we've got in the plan, so beyond the doubling of investment and beyond the level
of distributions, there is an element of capital creation here that we are holding for additional
investment if we think that is the right thing to do.
Now if we don't, then we will, of course, return that to shareholders. That's what our capital
hierarchy says. It says, �rst, be well-capitalised, then deliver it to shareholders, then invest it to
meaningfully improve the returns of the Group. So that capital hierarchy remains. We have no
desire to hold on to excess levels of capital. Your thought process is as ours is, but as I say, I will
leave the maths to you.",1,bleed_split,capital,capital,capital_adequacy,capital_adequacy,0.23,1.0,0.0,neutral,0.8372842073440552,0.0,neutral,0.881394624710083,0.0
barclays_2025-annual_008,barclays,2025-annual,2025-fy-results-qa-transcript.pdf,qa,10 February 2026,Amit Goel,Mediobanca,analyst,"Looking at BUK pro�tability targets. So, 2028, greater than 20% RoTE, similar to 2026, greater
than 20% RoTE, despite a mid 40s cost income ratio and versus the low 50s further progression
in terms of the income from the hedge. And I mean, I guess just wondering why isn't that number
say greater than 25% RoTE or higher or you don't want to show a number like that?
So just curious on that, that's the �rst question. And the second, just on the Investment Bank fees,
again, this comes back to the market share point. So, I understand the �at wallet assumption
going into 2028. But again, when I look at the trajectory, I think last time we were thinking that
there had been investment in 2023 and so forth, which should drive market share gains
We saw gains into 2024. I think we went from about 3% to 3.3% in 2024, but that's come back
down now to around 3% again. So just wondering what's going to create the reacceleration back
to the 3.5% and what gives the conviction on that piece? Thank you.","Anna Cross
So, a couple of things just to call out, Amit, just to help you. Firstly, again, I'm going to lean on the
greater than. And the second thing is that although this is not true for the Group, for Barclays UK,
it is true. We are expecting some impairment normalisation within that business. As we said, it's
been running relatively low because we've been recalibrating these impairment models that are
consistently over predicting impairment in the UK. So, we've been running pretty low in BUK. We
do expect that to normalise up to around 30 basis points.
That's not true of the Group. The Group is running in totality where I expect it to be. So that's not
�attering the Group, but I think it is �attering Barclays UK right now. So, if you take that plus just
lean on the greater than number then. That should hopefully explain. Venkat?
C.S. Venkatakrishnan",1,bleed_split,efficiency,asset_quality,profitability_earnings,asset_quality_credit,0.227,0.0,1.0,neutral,0.849605917930603,0.0,neutral,0.834781289100647,0.0
barclays_2025-q1_001,barclays,2025-q1,2025-q1-results-qa-transcript.pdf,qa,30 April 2025,Guy Stebbings,BNP Paribas Exane,analyst,"Hi, good morning, everyone. Thanks for taking the questions and a good set of results today. I
do want to focus on the area, which, as you rightly said, gets quite a lot of attention, which is the
US consumer. And thanks for the extra disclosure. I was just hoping you could help us think
about the book and the strategy as we look forward.
So firstly, on the impairment charge, and I guess for the quarter, £399 million, the actual write-
ofs themselves were flattish and sort of in line with the last four quarters. You've taken the
[Post-model Adjustment], and increased the coverage, so could you talk to the drivers of the
increase in the reserve build that goes above and beyond the PMA this quarter perhaps?","think the opportunities are great. Obviously, we will factor in the consumer environment when
we do the actual risk selection of customers and look to get good risk-adjusted returns. And
that risk selection is, who do you open an account for and how do you manage credit lines. But
we will continue to see good partners that diversify our book and bring us opportunity.
Anna Cross
Thank you, Guy. Can we go to the next question, please?
",1,consecutive,mixed,untagged,capital_adequacy,asset_quality_credit,0.151,0.0,0.0,positive,0.6997218132019043,0.6997218132019043,neutral,0.7662581205368042,0.0
